"","coefficients.ConditionC...ConditionA","coefficients.ConditionC...ConditionB","coefficients.ConditionC...ConditionD","coefficients.ConditionA...ConditionB","coefficients.ConditionA...ConditionD","coefficients.ConditionB...ConditionD","df.residual","sigma","stdev.unscaled.ConditionC...ConditionA","stdev.unscaled.ConditionC...ConditionB","stdev.unscaled.ConditionC...ConditionD","stdev.unscaled.ConditionA...ConditionB","stdev.unscaled.ConditionA...ConditionD","stdev.unscaled.ConditionB...ConditionD","Amean","s2.post","t.ConditionC...ConditionA","t.ConditionC...ConditionB","t.ConditionC...ConditionD","t.ConditionA...ConditionB","t.ConditionA...ConditionD","t.ConditionB...ConditionD","df.total","p.value.ConditionC...ConditionA","p.value.ConditionC...ConditionB","p.value.ConditionC...ConditionD","p.value.ConditionA...ConditionB","p.value.ConditionA...ConditionD","p.value.ConditionB...ConditionD","lods.ConditionC...ConditionA","lods.ConditionC...ConditionB","lods.ConditionC...ConditionD","lods.ConditionA...ConditionB","lods.ConditionA...ConditionD","lods.ConditionB...ConditionD","F","F.p.value"
"regulation of protein sumoylation (GO:0033233)",-0.113479909732419,-0.24516935012903,-0.414408736586194,-0.131689440396611,-0.300928826853775,-0.169239386457164,8,0.258851836595096,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00573635260983728,0.0556421434508466,-0.58919992841894,-1.27294570366824,-2.15165484805646,-0.683745775249299,-1.56245491963752,-0.878709144388219,10.5879122222204,0.568085432971493,0.23027733839033,0.0554283583178163,0.508822920357337,0.147553425826558,0.399061584548045,-6.68618263268776,-6.31220967023027,-5.08073734087888,-6.87158385468704,-5.87314772946964,-6.43076159630637,1.71301155446723,0.223886428929284
"extracellular fibril organization (GO:0043206)",-0.257102942750408,-0.0419590154392222,-0.0834306711989431,0.215143927311186,0.173672271551465,-0.0414716557597209,8,0.284318849434283,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.031982139841224,0.0660940131261164,-1.2248181571289,-0.199889442786743,-0.397457142468877,1.02492871434215,0.82736101466002,-0.197567699682133,10.5879122222204,0.247194838346041,0.845354234708599,0.698925571659412,0.32824349560974,0.426286574107673,0.847124940536568,-6.11201073360408,-7.11005138681631,-7.08235884671849,-6.57588500176328,-6.70542756210649,-6.81271584151698,0.578690933581626,0.641451991090652
"positive regulation of epithelial cell differentiation (GO:0030858)",0.191382275879155,0.650375100724282,0.642062897189343,0.458992824845127,0.450680621310189,-0.00831220353493867,8,0.160663939223866,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0200440496866479,0.0245188238938313,1.49691633347296,5.08697634974849,5.02196158711469,3.59006001627553,3.52504525364172,-0.065014762633809,10.5879122222204,0.163618057436734,0.000395640581158987,0.000436947558116541,0.00450359652250176,0.00503608157963299,0.949373496591897,-5.77175807113106,-0.0546666999108858,-0.187845738736116,-2.55166569929616,-2.61578521305424,-6.83150730374167,13.1094811591361,0.000684605575697056
"regulation of mitosis (GO:0007088)",-0.325623301886503,-0.460114762826105,-0.594524532084874,-0.134491460939602,-0.268901230198372,-0.13440976925877,8,0.0623330534506124,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0180575175042744,0.00795088010719123,-4.47253247850706,-6.31981252157933,-8.16597050522395,-1.84728004307227,-3.69343802671689,-1.84615798364461,10.5879122222204,0.00103580598699682,6.73697206636287e-05,6.85773394380876e-06,0.092810847331137,0.00377360587326507,0.0929842739174104,-0.837981316661802,1.78786060009718,4.1395806301449,-5.51358550471541,-2.32228119652644,-5.23800834038632,24.5148131144508,4.50419057683146e-05
"protoporphyrinogen IX metabolic process (GO:0046501)",-0.00347842926231223,-0.694367589435938,-0.990779308249291,-0.690889160173626,-0.987300878986978,-0.296411718813353,8,0.13009494488197,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0122256617032276,0.0178030850425522,-0.0319286952923719,-6.37363864897501,-9.09441827028854,-6.34170995368264,-9.06248957499616,-2.72077962131353,10.5879122222204,0.97512282383531,6.26555043158916e-05,2.50063641413248e-06,6.54075189210742e-05,2.58538661101017e-06,0.0205321114944638,-6.87055181846579,1.86339473043053,5.18243392773697,1.82696963478506,5.19362770582102,-3.80807195652171,42.1802294875926,3.46857922579454e-06
"S-adenosylmethionine metabolic process (GO:0046500)",-0.0989851559070254,0.257985851423679,0.41680021228745,0.356971007330704,0.515785368194475,0.158814360863771,8,0.305564778237514,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0245505322064559,0.0755633969235415,-0.441021705463731,1.1494386116566,1.85702531633443,1.59046031712033,2.29804702179816,0.707586704677826,10.5879122222204,0.668066894380018,0.275677513994712,0.0913170665650945,0.141120419918286,0.0430399434683244,0.494482678892385,-6.7667568878364,-6.45494315653461,-5.54507395925198,-5.88789842175724,-4.74181761714442,-6.56920363108036,2.21258589525515,0.146156605475813
"positive regulation of protein sumoylation (GO:0033235)",0.153961726184024,-0.234102203058309,-0.282894542663684,-0.388063929242333,-0.436856268847708,-0.0487923396053749,8,0.294714847091165,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0139058291593924,0.0706423190251403,0.709456753694337,-1.07874465382342,-1.30358010948859,-1.78820140751776,-2.01303686318292,-0.224835455665169,10.5879122222204,0.493368406371448,0.304663562984901,0.220008444370644,0.102356571072071,0.0702388325020111,0.82638738411337,-6.6049208396386,-6.53155037043375,-6.31066203161175,-5.60240781401154,-5.20396327506615,-6.80651109818718,1.77781211397923,0.211511458499398
"generation of neurons (GO:0048699)",-1.30396811975526,-0.654593101089777,-0.266715336252558,0.649375018665484,1.0372527835027,0.387877764837219,8,0.313918465760225,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00509426253547685,0.0794734931444387,-5.66502005969816,-2.84384487046325,-1.15873057570109,2.82117518923491,4.50628948399707,1.68511429476216,10.5879122222204,0.000168012172983716,0.0165347969330157,0.272032871518452,0.0172075983560471,0.000981114675803168,0.121173369588887,1.02350649335999,-3.87136028407311,-6.48019732805432,-3.90008299286477,-0.940040546027534,-5.47481814819464,12.1046411699094,0.000945355713856429
"base-excision repair (GO:0006284)",-0.380227675845919,-0.564503607664371,-0.451774645532,-0.184275931818451,-0.0715469696860809,0.11272896213237,8,0.14289600019946,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.000499818394148784,0.0204435090398931,-3.25695406250205,-4.83542476014971,-3.86981106471885,-1.57847069764766,-0.612857002216802,0.965613695430855,10.5879122222204,0.00801445860233588,0.000582938320137691,0.00279804012972233,0.143843710886452,0.552906613542923,0.355775131591354,-2.91051305295563,-0.457050607793214,-2.10816320313165,-5.90457173755995,-6.86522563498738,-6.35058114615863,8.79401555170666,0.00322472594846724
"pH reduction (GO:0045851)",0.193220469301052,0.256277159356946,0.390983904525479,0.0630566900558938,0.197763435224427,0.134706745168533,8,0.276803097810357,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00239355659724209,0.0629075468255181,0.943511911524454,1.2514230680611,1.9092075103045,0.307911156536651,0.965695598780048,0.657784442243397,10.5879122222204,0.366450784371063,0.237723022400745,0.0836886587902763,0.76412229462431,0.35573599241193,0.524719503799381,-6.40849176611019,-6.33786627221673,-5.46513858285853,-7.06897079590487,-6.5802876581871,-6.60442066958447,1.26023423035791,0.337215691578764
"regulation of DNA repair (GO:0006282)",-0.214717618219888,-0.109506468634105,-0.158759571371117,0.105211149585783,0.0559580468487709,-0.0492531027370124,8,0.103369037569986,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0107936390990096,0.0130886245334422,-2.29861536726902,-1.17229901162531,-1.69956798831932,1.1263163556437,0.599047378949691,-0.527268976694014,10.5879122222204,0.0429974921357131,0.266778904113984,0.118359764197145,0.284912477246458,0.561739392050316,0.608877193918388,-4.55603736763738,-6.42936010920083,-5.77918997695143,-6.46907226467789,-6.87401151845965,-6.68535015723565,1.90865129920395,0.188834884391205
"transcription-coupled nucleotide-excision repair (GO:0006283)",-0.303690187365597,-0.70419611031944,-0.537000775857248,-0.400505922953843,-0.233310588491651,0.167195334462192,8,0.0995867746542234,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00389287116811557,0.0125086180309302,-3.32561311032405,-7.71142405697243,-5.88052197516394,-4.38581094664838,-2.55490886483989,1.83090208180848,10.5879122222204,0.00711161643265331,1.1602938678124e-05,0.000123567391014167,0.00119154262889384,0.0274805175949898,0.0953719547893944,-2.79084837306731,3.61597354833107,1.1282995754503,-1.18726405142223,-4.30853628839394,-5.26092962898044,22.3702336078245,6.82934036389136e-05
"DNA repair (GO:0006281)",-0.359733107261152,-0.326404162445988,-0.375261800329781,0.0333289448151642,-0.0155286930686288,-0.048857637883793,8,0.0741687429451788,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0107327661615707,0.00917158752801819,-4.60048671608133,-4.17425581103467,-4.79907712863535,0.426230905046667,-0.198590412554018,-0.624821317600686,10.5879122222204,0.000843997055461165,0.00168397484796264,0.00061697405238229,0.678475542642647,0.846344846279754,0.545317673595307,-0.628738361844766,-1.5540194025581,-0.546431110125025,-7.02235393123148,-7.0443421345272,-6.62642818711334,10.3719239171153,0.00173462134786783
"social behavior (GO:0035176)",-0.52178044880773,0.270946244231076,-0.0593303539268444,0.792726693038805,0.462450094880885,-0.33027659815792,8,0.216324113711264,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0343230521399807,0.0403732967044368,-3.18043354032019,1.65151171291555,-0.361639168388112,4.83194525323574,2.81879437193207,-2.01315088130366,10.5879122222204,0.00915968040615798,0.127947189618724,0.724734858302678,0.000586108814659417,0.0172798304629263,0.0702252428647801,-3.04394150171739,-5.81305304277666,-7.09695061652184,-0.45305601616213,-3.85286808368282,-4.98116844966654,8.05325074046673,0.00443146329332284
"organic acid transport (GO:0015849)",0.247437048846652,-0.0965178926795266,0.206344950684426,-0.343954941526179,-0.0410920981622261,0.302862843363953,8,0.0697038295051962,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0164455426377049,0.00868622001163065,3.25158374728431,-1.26834688912483,2.7115902453051,-4.51993063640915,-0.539993501979215,3.97993713442993,10.5879122222204,0.0080898406304195,0.23185213913589,0.0208667075265315,0.000959884598008825,0.600374456267869,0.00232552635625621,-2.91987589937885,-6.31771883493815,-4.13559179539131,-0.963877975595161,-6.90946058525024,-1.63170984522906,9.34924798155566,0.00257119821185815
"regulation of hydrogen peroxide metabolic process (GO:0010310)",0.645280624161789,0.330613403121967,0.453804815662466,-0.314667221039822,-0.191475808499323,0.123191412540499,8,0.213920561808579,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.021101363646869,0.039591941221496,3.97183186981539,2.03499191195102,2.79325980361679,-1.93683995786436,-1.1785720661986,0.758267891665766,10.5879122222204,0.00235728699329891,0.0676671247283804,0.0180738810132164,0.0798923231026583,0.264377040656478,0.464834428290407,-1.67583288227196,-5.23325476174961,-3.99361686579767,-5.37618801664268,-6.35693455386635,-6.53097649646629,5.57238202457058,0.0151062764218023
"microtubule polymerization or depolymerization (GO:0031109)",-0.532485830453329,0.0933168873138635,-0.0354587551178847,0.625802717767193,0.497027075335444,-0.128775642431748,8,0.334547631453906,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0241019983005203,0.089581105890295,-2.17894102259102,0.381854280884011,-0.145097825552637,2.56079530347503,2.03384319703839,-0.526952106436648,10.5879122222204,0.052886148121122,0.710121848614219,0.887358794017985,0.0271981279151924,0.0677994540109456,0.609089714966297,-4.75195176931669,-7.05299000181815,-7.15622030638523,-4.35038870252578,-5.17106415353119,-6.68552620702238,2.64775321827612,0.103042137459659
"nucleotide-excision repair (GO:0006289)",-0.276315392270607,-0.560604402197244,-0.504158807589018,-0.284289009926637,-0.22784341531841,0.0564455946082263,8,0.111724947790885,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00209002210989235,0.0144466305259427,-2.81557710320215,-5.71240315572094,-5.13723822390307,-2.8968260525188,-2.32166112070092,0.575164931817872,10.5879122222204,0.0173779226016058,0.000156949693453467,0.000366554402950724,0.015063527637379,0.0413098430719345,0.577197624717882,-3.67849663182348,0.907156817758915,-0.00506701652129316,-3.76801108464542,-4.7025486694756,-6.65759129862212,13.5104611739028,0.000605063313306661
"defense response to fungus (GO:0050832)",0.499469424686403,0.455512727673941,-0.397968378468842,-0.0439566970124617,-0.897437803155244,-0.853481106142783,8,0.0721777394366668,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00693780801640016,0.00895142978302356,6.46559254960654,5.89657655250617,-5.15166946289593,-0.569015997100376,-11.6172620125025,-11.0482460154021,10.5879122222204,5.54012702223832e-05,0.000120802252880401,0.000358629293475608,0.581214572295515,2.33052403472944e-07,3.82085999498391e-07,2.15727379989071,1.17973588128117,0.0176840385296666,-6.94689991694453,7.61397608006706,7.10012979251174,60.0769160334942,6.09134276033823e-07
"defense response to Gram-positive bacterium (GO:0050830)",0.41453435389554,0.644774884741813,0.392618158707139,0.230240530846273,-0.0219161951884012,-0.252156726034674,8,0.162300028464659,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0144456820845996,0.0249180700240286,3.21624375852407,5.00260878071038,3.04620278285369,1.78636502218631,-0.170040975670386,-1.9564059978567,10.5879122222204,0.00860429295689643,0.000450109161737176,0.0115868782907761,0.102667164267021,0.868183306700032,0.077301721615574,-2.98149575190038,-0.188649013667033,-3.55069489395861,-5.60514440963328,-7.05004155388625,-5.06960851238422,8.61620137928309,0.00347450065754639
"embryonic morphogenesis (GO:0048598)",-0.182449923742636,-0.13465948664177,-0.112504043995217,0.047790437100866,0.0699458797474194,0.0221554426465534,8,0.157859255657945,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00966429415245816,0.023843822627255,-1.44710943294831,-1.06805752152663,-0.892330673374045,0.379051911421679,0.554778759574262,0.175726848152583,10.5879122222204,0.176816964920861,0.309241151160448,0.392044652992301,0.712140491491758,0.590572639314372,0.863824135775864,-5.83752044036977,-6.54279464933564,-6.75007900814336,-7.04269651965893,-6.90091004656459,-6.81711201643594,0.752244393275097,0.544430726501304
"regulation of acute inflammatory response (GO:0002673)",0.128264806445965,0.329236052202896,0.437906884145787,0.200971245756931,0.309642077699822,0.108670831942891,8,0.150034266032813,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00730511867304675,0.0220234345754391,1.05854814487967,2.71713045802398,3.61397278557342,1.65858231314431,2.55542464069375,0.896842327549441,10.5879122222204,0.313357918315733,0.0206643373513663,0.00432267666524573,0.126494419956346,0.0274556592014794,0.389739558433921,-6.2947144358059,-4.09180432088075,-2.55316934199241,-5.79172734546002,-4.30765434824511,-6.41456375034545,5.27492299000656,0.0178623935516705
"neuron projection guidance (GO:0097485)",0.232749774480844,0.550495108527059,0.45447019127457,0.317745334046215,0.221720416793726,-0.0960249172524892,8,0.0514751501343771,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00404872037210929,0.00701719766239204,3.40293021809735,8.04854244821487,6.64460513683549,4.64561223011752,3.24167491873814,-1.40393731137938,10.5879122222204,0.00621864821188285,7.83904743070936e-06,4.37375842749758e-05,0.000785615980497766,0.00823083510458106,0.188983069379348,-2.65622475123995,4.02196695242672,2.21186098389682,-0.756588621094546,-3.11239313987878,-5.85688889236122,25.7618260466823,3.58661150732064e-05
