"","ConditionA_rep3","ConditionB_rep3","ConditionC_rep3","ConditionD_rep3","ConditionA_rep2","ConditionB_rep2","ConditionC_rep2","ConditionD_rep2","ConditionA_rep1","ConditionB_rep1","ConditionC_rep1","ConditionD_rep1"
"superoxide anion generation (GO:0042554)",-0.0490210705935881,-0.490456056671767,0.594471223796315,-0.111270619388977,-0.000899233731812554,-0.487615571171345,0.369011927225433,0.343089338770517,-0.528611229577469,-0.489372756033703,0.732698567373478,0.489534405986852
"multicellular organismal reproductive behavior (GO:0033057)",0.230455171158819,0.322743995805241,-0.585683216401501,-0.136922475233752,0.570687136818397,-0.431993709352857,0.530078806782022,-0.666933071044713,0.565845310289908,-0.264356547086936,0.34826944536563,-0.00672290292412264
"proton transport (GO:0015992)",-0.463600122758708,0.260341448772818,0.148646222908522,0.198943319103993,-0.494966593227629,0.321452456573419,0.274090313672298,0.105976695416697,-0.549674726170461,0.175547919142985,0.257176957018543,0.169694923675483
"RNA 3'-end processing (GO:0031123)",0.227392591365575,-0.120251616899296,-0.28361246132294,0.25292909885825,0.239595882043987,-0.131148235050881,-0.259213461883302,0.174347897351308,0.281857915282123,-0.135840071320165,-0.27358663461978,0.239241739124277
"reproductive behavior (GO:0019098)",0.538677598920774,-0.0509213596971647,-0.533421856682236,-0.390603439507586,0.44075674587154,-0.117852573235439,0.228397666099429,-0.490864863323247,0.601799442714276,-0.11723025117276,0.253210300819313,-0.510285538232453
"imidazole-containing compound metabolic process (GO:0052803)",0.409376050720293,0.0535375868604154,-0.0667718494867746,-0.33715884983736,0.0526984182478301,0.39516018982418,-0.234801785946959,-0.578398764220668,0.20536022971291,-0.271368963971198,0.0817837792332824,0.041489405871684
"pteridine-containing compound metabolic process (GO:0042558)",0.0111619015378227,0.271687684961523,-0.276131059232214,-0.138079906609003,0.382156212360332,0.235071826002685,-0.331494010489148,-0.153884593768465,-0.0530783958748307,0.381549600500329,-0.470411884974208,0.204275801547412
"pteridine-containing compound biosynthetic process (GO:0042559)",-0.123313573261079,0.208274306239972,-0.184324878817631,0.0149949232173162,0.224502226061736,0.240956187197192,-0.32623937652007,-0.0515601830726641,-0.335102646892169,0.330888200554389,-0.504925050508845,0.355779907857407
"pigment granule localization (GO:0051875)",0.0138588453965726,-0.352433047373893,0.627925363693859,-0.357499892548116,-0.290422789957944,-0.538325788344221,0.508829663939206,0.206631277090316,-0.196505681300037,-0.357891686629861,0.689599522327324,0.010916589182476
"embryonic pattern specification (GO:0009880)",-0.00331858407079652,0.518841843517019,-0.563527180783919,-0.0555285271079904,0.665965463990731,-0.127110045730141,-0.277612623296572,-0.368876531585021,-0.25858113650465,0.357383073734679,-0.610996234818759,0.632548366956118
"membrane tubulation (GO:0097320)",0.579091611372082,-0.530948831205115,0.705510025188067,-0.429132590679279,0.369882872282344,0.314006194011334,-0.32960958666953,-0.130707627673021,0.746586182165432,-0.607981308865893,0.436639102068958,-0.586354430941047
"energy reserve metabolic process (GO:0006112)",-0.105824064373745,-0.123088570332478,0.309734577562308,-0.0198766088178225,-0.115993997634625,-0.13666956639497,0.262147491474324,-0.0599938847454254,-0.180020908989198,-0.193671042902126,0.304792486911414,0.0656775758990605
"detection of light stimulus (GO:0009583)",0.0140941265698011,0.283624001566616,-0.0199633459344614,-0.327573191869243,-0.125679902030134,0.33438513739464,-0.0669491004537807,-0.229706680084607,-0.112544670512691,0.292371306627368,-0.00306073433076606,-0.223320966370485
"regulation of glycolytic process (GO:0006110)",-0.301052349255476,0.117353038341489,0.216656593392008,-0.171857707509901,-0.27568385452442,0.306355382552877,0.11681893207541,-0.180211860268924,-0.288115141240868,0.400765865295775,-0.0686833317750145,0.0473800777061658
"regulation of gluconeogenesis (GO:0006111)",-0.355305304059288,-0.060534490133778,0.100234506475395,0.0943679263691133,0.0658704553337494,-0.0184001649206027,-0.0370164618597443,0.176670087954212,-0.01978756378568,0.0145364553760375,-0.371306332704066,0.417442786475304
"atrial septum morphogenesis (GO:0060413)",0.362760581174981,0.617964379855849,-0.482185071146031,-0.114314871233762,0.653947531180759,0.725047378395417,-0.714694982476598,-0.643714466203551,0.705464308275428,0.233234881972703,-0.701358180669761,-0.382343651295109
"positive regulation of regulated secretory pathway (GO:1903307)",0.282209565905009,-0.4726386087878,0.661079993976309,-0.451919094107777,0.507939145109501,-0.299327116163427,0.476827817104609,-0.559249030574366,0.414870968767191,-0.600536000666337,0.650103438976751,-0.464502043710681
"energy homeostasis (GO:0097009)",-0.0249954898126898,-0.0767772511848424,0.556138400904087,-0.768341022039849,-0.137605966115426,0.0742115971883603,0.384822186471467,-0.164196623635135,0.186318843128692,-0.252154226320556,0.0211180582950761,0.0444332634898806
"lung lobe morphogenesis (GO:0060463)",-0.626717195641975,-0.771775152544854,0.996062342469834,0.779725248697291,-0.366864657485298,0.12095373440703,0.59608400442127,-0.705826622453919,-0.219801042160183,-0.118743091741732,0.435496605084457,0.106584557081906
"regulation of osteoblast proliferation (GO:0033688)",0.117076713365896,0.0839370827270825,0.140468744086188,-0.0666288751584994,0.266709334793108,-0.166845846601959,-0.234490617297512,0.186339869027568,0.218308364708244,0.0126855471885784,-0.199833651956639,0.0830418247371921
"oxidative phosphorylation (GO:0006119)",-0.479654512115349,0.491935215782137,-0.529367907457756,0.438157953379362,-0.43424211269702,0.501419878605117,-0.442768890700388,0.385631280783152,-0.688103197250994,0.628807031363922,-0.39284819409207,0.0562845849802164
"skeletal system morphogenesis (GO:0048705)",-0.0663541822728336,0.0143878440833044,-0.0297806035442544,0.181665892871368,-0.0284219594270243,0.148493155200306,0.0987791754489502,-0.207145394542137,0.149741123720579,0.385320706570126,-0.296027398116743,-0.231531561483848
"embryonic skeletal system morphogenesis (GO:0048704)",-0.214271840267671,-0.0463911190620052,-0.0196174703985698,0.429550039354574,-0.165260482547999,0.256116805742778,-0.122537359600825,0.0381098254461504,0.103771569809596,0.282968057379681,-0.482198256795647,0.0312715573773243
"grooming behavior (GO:0007625)",0.420234012101129,0.270942591578351,-0.275093603189211,-0.102518095639237,0.713145177468181,-0.635437589165774,-0.498985618205468,-0.262946335123527,0.0358553151161037,0.0140799608447902,-0.0906649818354025,0.10320327534498
"single organism cell adhesion (GO:0098602)",0.043000713990537,0.0110025290800227,0.104113843071306,-0.0694092028059496,0.175816556663503,-0.112714187234229,0.0884452551492474,-0.163168934850254,0.152076997823794,-0.140041376650311,0.181384106925196,-0.284078612406839
"embryonic cranial skeleton morphogenesis (GO:0048701)",-0.373040744873828,-0.262800634836647,0.422771008214086,0.509775024271677,-0.393212194627786,-0.205067354189211,0.350832399042514,0.291466259096406,-0.131719438641892,0.0306967159354631,-0.113528812217069,0.0289870809207037
"craniofacial suture morphogenesis (GO:0097094)",-0.110873417104971,0.354480976998825,0.20837354097894,-0.228615743003233,0.474146711353977,0.361588561644433,-0.647608213028739,-0.130785026062221,0.0537250259887724,0.574248128976802,-0.337691160585589,0.175844787386857
"embryonic viscerocranium morphogenesis (GO:0048703)",0.0315806095057156,0.277837843798695,-0.686404547607873,0.573188062529594,-0.323362836704615,0.420281607211032,-0.369177325122455,0.232509620063458,0.843675982946465,-0.0506398900119498,-0.899114064038133,-0.452557047259031
"L-ascorbic acid metabolic process (GO:0019852)",-0.487512152621846,0.360374991976769,-0.351472555909731,0.420042684848581,-0.128641700084584,0.193608104965796,-0.226144733366965,0.206634691242861,-0.389577575739811,0.204168814667025,-0.0762287487330597,0.116243127030231
"cell-cell adhesion (GO:0098609)",0.0909558528052205,-0.114885778244373,0.306193816132176,-0.207283838386957,0.135769069184138,0.139660737633252,0.0202029433589334,-0.175298544317772,-0.0246398609364983,-0.0058011799433442,0.279791077983345,-0.357867669669721
"protein targeting to peroxisome (GO:0006625)",-0.149545626075314,0.0175605560715913,-0.0582633762469465,0.0256285253353949,0.00650066584440756,0.36753363986092,-0.197905868429732,-0.0643662227921988,0.202638491071493,0.212409692392577,-0.263791840148844,-0.226569731557936
"protein targeting to mitochondrion (GO:0006626)",-0.233233956282777,0.348060716282105,-0.292903901833212,0.211585511649859,-0.26870064861209,0.300796574670463,-0.456050855903901,0.401913679816637,-0.320855692258281,0.323086840724109,-0.290808773533675,0.364730696496838
"oligodendrocyte differentiation (GO:0048709)",-0.545588053872114,0.474583868111804,0.364253200884165,-0.362631366203,-0.136293096593797,-0.035262482882744,-0.0648449944366766,0.223538704581374,-0.430989191709015,0.340321819156036,0.455053931615506,-0.554889934699239
"protein retention in ER lumen (GO:0006621)",0.611001574540326,-0.0519665139788243,0.716320284206112,-0.837666848311984,-0.225566040014675,-0.188704640914955,0.517882640737734,-0.476565505915113,0.575580477017853,-0.140442214370374,0.0867139426461763,-0.4748065076607
"protein targeting to lysosome (GO:0006622)",0.0137086335741123,-0.264144162808058,0.355889755028183,-0.385549731191134,-0.0383426035330864,-0.0323265928625671,0.29534003483033,-0.00997606843594689,0.145949188453768,-0.531381431794327,0.620331502084729,-0.414014423624889
"protein targeting to vacuole (GO:0006623)",0.0137086335741123,-0.264144162808058,0.355889755028183,-0.385549731191134,-0.0383426035330864,-0.0323265928625671,0.29534003483033,-0.00997606843594689,0.145949188453768,-0.531381431794327,0.620331502084729,-0.414014423624889
"tube closure (GO:0060606)",0.304938337124131,-0.161201950961228,0.0332156169031065,-0.0377038273165775,0.115278221206184,-0.0652538226978841,0.150112678675061,-0.175398998432101,0.067535790343898,-0.201904459100196,0.349736349969478,-0.207675990195773
"ribonucleotide biosynthetic process (GO:0009260)",-0.277115517674025,0.33070551918448,-0.166513145101107,0.138469959955006,-0.282348308679809,0.285141704446687,-0.141971168149221,0.150996597948473,-0.40551459153398,0.307763802216626,0.0333065113224686,0.0149416269530003
"positive regulation of blood circulation (GO:1903524)",-0.138065861367569,-0.122128601865716,0.248307983200467,-0.420983806400875,-0.12201363637036,-0.277431566282438,0.425148232700224,-0.0288254902683422,-0.16214760832472,0.238117688456533,0.228960140689709,-0.361307097372667
"deoxyribonucleotide metabolic process (GO:0009262)",0.01522879652214,-0.0686401058632342,0.0603352995537521,0.145487836386667,-0.224795561652898,-0.03909765913821,0.0132989465246801,0.255055563264316,0.0916591280391054,-0.258477829796393,0.194780672125357,0.177781627967968
"regulation of blood circulation (GO:1903522)",-0.211455163787766,-0.198757412753415,0.209269419784378,0.0772499886937892,-0.0407716171334514,-0.0725264086962823,0.172770416632286,0.0486787774423418,-0.0899046637193942,0.075614667173463,0.202409417490131,-0.270779331691695
"negative regulation of blood circulation (GO:1903523)",-0.082491127354,-0.272352097411206,0.178516544320185,0.291773001595735,0.00142247510667459,-0.126810125453012,-0.14579370081762,0.0636259207593715,-0.233842314171159,-0.133275645819966,0.484416643155573,-0.0465375742519036
"dichotomous subdivision of an epithelial terminal unit (GO:0060600)",0.0635486982812984,-0.328885974373429,0.687927875285146,-0.616680240395096,-0.338937692958096,0.0101073910297118,0.702779532533136,-0.809549670315317,-0.431362028229687,-0.258228101780973,0.754421983575493,-0.803101249030257
"response to pH (GO:0009268)",0.0867661918858374,-0.181629830226359,0.510017686677781,-0.377501894458117,-0.106781984922796,-0.0666233233142492,0.463180043822293,-0.327762150526876,-0.126373687100317,-0.181455958368731,0.434767200872415,-0.178611238901947
"indole-containing compound catabolic process (GO:0042436)",0.257623465418032,-0.367687127669572,0.384042701741655,-0.461503002717417,0.584472692850426,-0.636766890799387,0.393839122671952,0.0536790517508945,0.0688945221815385,-0.242216116941753,0.589318655788275,-0.376789946827529
"indole-containing compound metabolic process (GO:0042430)",0.157398227514361,-0.0271220389980611,0.178369120920745,-0.330092912371635,0.459585681844109,-0.0145142574676467,-0.466730621918212,-0.259756635108853,-0.0709285247193485,0.482622821149785,-0.333623963826337,-0.235332426663554
"alpha-beta T cell differentiation involved in immune response (GO:0002293)",0.0492722387478654,-0.0744305730852378,-0.4223077965025,0.681063552495318,-0.205219232129015,0.545855992779415,-0.00996646842320187,-0.399617500893304,0.0916126994155838,0.0386718609310439,0.553854224406382,-0.475646756580648
"T cell differentiation involved in immune response (GO:0002292)",0.0492722387478654,-0.0744305730852378,-0.4223077965025,0.681063552495318,-0.205219232129015,0.545855992779415,-0.00996646842320187,-0.399617500893304,0.0916126994155838,0.0386718609310439,0.553854224406382,-0.475646756580648
"CD4-positive, alpha-beta T cell differentiation involved in immune response (GO:0002294)",0.0492722387478654,-0.0744305730852378,-0.4223077965025,0.681063552495318,-0.205219232129015,0.545855992779415,-0.00996646842320187,-0.399617500893304,0.0916126994155838,0.0386718609310439,0.553854224406382,-0.475646756580648
"adult walking behavior (GO:0007628)",-0.336545825098795,-0.0895261842845276,0.0768159087784846,0.22310380466981,-0.529287082085553,-0.15263806971967,0.210735205768943,0.213250645909753,-0.127505489679417,-0.218041978161625,0.359782612858909,-0.0231894110825225
"response to sterol (GO:0036314)",-0.0717583761729944,-0.123337331271767,0.241499738718542,-0.062333242382008,-0.593619236721161,-0.0678860411738334,0.514367373261598,-0.0985579229392521,0.307248301432138,0.145727459898469,-0.196589009182044,-0.130691043965443
"signal transduction involved in DNA damage checkpoint (GO:0072422)",-0.115223073261529,0.0343860747146002,-0.143091706391495,0.140939502058866,-0.0583109417932443,-0.0690433040313723,-0.00181844885438676,0.280824049615876,-0.173181893269986,-0.0239112492762212,-0.10362994295531,0.313068512569087
"ectodermal placode formation (GO:0060788)",-0.0676034739701829,-0.0862559241705997,-0.0980124437382155,0.309269615457687,0.193417891233226,-0.140285066235975,-0.267541602809436,0.707577548291272,-0.250757635079795,-0.0935084043287072,0.210886675193591,0.0375924120954509
"positive regulation of mesenchymal cell proliferation (GO:0002053)",0.323186698715245,0.0779763916352905,0.164398650491447,-0.102876894520605,0.0144378790252616,-0.223426998802779,-0.0158775975211513,-0.351534634378891,0.0173830594184556,0.318228309567183,-0.0802979838042048,0.126999697505784
"positive regulation of neuroblast proliferation (GO:0002052)",0.420998276195477,0.679613644303125,-0.719046114971721,0.185537468392766,0.0625394819962301,-0.217203216091322,-0.244412942326576,0.556244253610457,-0.52743640990787,0.786272809124534,-0.716098771271196,0.806064434617796
